executorCores,executorMemory,memoryFraction,memoryStorageFraction,defaultParallelism,shuffleCompress,shuffleSpillCompress,broadcastCompress,rddCompress,ioCompressionCodec,reducerMaxSizeInFlight,shuffleFileBuffer,serializer,$<PERF
1,2520,0.715933066,0.768735046,9,1,0,0,1,2,78,40,0,2311
1,2506,0.818301939,0.176035385,4,1,0,1,0,0,22,15,0,2311
1,2804,0.151099837,0.764740705,10,0,1,1,0,1,24,30,0,2308
2,2485,0.460707998,0.613421507,5,0,1,0,1,2,9,38,0,2306
1,2658,0.531183266,0.133122689,6,1,1,0,0,0,34,22,0,2305
2,616,0.728718455,0.444017684,12,1,1,0,0,1,75,28,0,2302
2,1760,0.168294118,0.410118176,1,1,0,1,0,2,43,61,0,2300
2,1338,0.514549808,0.186518988,5,1,1,0,0,0,94,27,0,2299
2,2095,0.596771094,0.885631154,7,1,0,0,1,2,46,33,0,2298
2,880,0.760435683,0.509021682,11,1,0,1,0,2,21,21,1,2296
1,2850,0.83129269,0.168429872,11,1,0,1,0,2,23,17,0,2292
1,2975,0.761192529,0.196590433,11,1,0,1,0,2,44,21,0,2290
2,2237,0.562307841,0.338389041,9,0,0,0,0,2,96,36,0,2288
2,714,0.164168557,0.419912901,1,0,1,1,1,1,71,37,1,2285
1,2892,0.326926508,0.173288873,8,1,1,0,0,0,40,41,0,2283
1,3084,0.65249538,0.340300088,10,1,0,1,0,2,10,62,0,2274
1,2320,0.434554849,0.488874235,12,1,1,0,0,0,70,9,0,2274
2,1911,0.244385893,0.490127867,12,1,0,0,1,2,40,47,0,2271
2,2604,0.561257907,0.467583307,7,1,0,0,0,0,38,45,0,2265
1,2621,0.654643906,0.711444397,7,1,0,1,1,2,66,64,0,2260
2,1538,0.834335034,0.684777569,9,1,0,1,1,2,51,39,0,2252
1,3271,0.196307904,0.633041226,4,1,0,1,1,2,83,60,1,2237
2,2241,0.131941687,0.727894068,10,1,0,1,1,1,69,19,0,2232
2,1576,0.281580705,0.69515221,11,1,0,0,1,0,56,57,0,2214
2,1776,0.707375664,0.512679019,3,1,0,0,0,0,25,58,0,2212
2,871,0.381771983,0.595987409,8,1,0,0,0,2,20,31,0,2212
2,2063,0.254980967,0.812612104,9,0,0,0,1,2,45,47,0,2210
1,2434,0.349581705,0.894827989,11,0,0,0,0,2,46,44,1,2206
2,3294,0.727129871,0.391613838,4,1,0,1,0,1,49,51,0,2193
1,3392,0.682623984,0.276657891,11,1,0,1,1,2,33,18,0,2171
1,2550,0.375144231,0.112496426,8,1,1,0,0,0,66,16,0,2151
1,3380,0.670004555,0.473694407,2,0,0,1,1,2,72,42,0,2142
1,2501,0.699550868,0.167252857,5,1,0,0,0,0,29,59,1,2028
2,2619,0.742223936,0.367416717,11,0,1,0,0,1,32,8,0,2027
1,1910,0.575535011,0.870341148,10,1,0,1,1,2,85,59,1,1919
1,1973,0.262195855,0.38036925,11,1,0,0,0,2,59,44,1,1836
1,2087,0.762731009,0.46656137,4,1,0,0,0,0,85,36,1,1820
1,1844,0.623460392,0.236779277,6,1,1,0,0,0,34,53,0,1800
1,1812,0.806262703,0.500720518,3,1,1,1,0,2,61,23,1,1719
1,1948,0.687412013,0.674634459,9,1,1,0,0,0,53,18,0,1706
1,1873,0.204541655,0.214416551,11,1,1,0,1,0,23,20,0,1703
1,1917,0.66052321,0.367635608,6,1,1,1,0,0,32,54,0,1702
1,1840,0.262174993,0.405534852,2,1,1,0,0,0,18,12,0,1664
1,1999,0.596328227,0.148369407,9,0,1,0,0,2,39,17,0,1641
1,1896,0.559777608,0.266309035,12,1,0,1,0,1,94,23,0,1630
1,2226,0.210631539,0.115229604,11,0,0,1,0,2,62,55,0,1627
1,1784,0.848036321,0.15770618,4,1,0,1,0,2,87,41,0,1627
1,837,0.741528402,0.104079481,2,1,1,1,1,2,50,20,0,1613
1,2004,0.340116846,0.657919483,10,0,1,1,0,2,70,31,0,1570
1,588,0.534194337,0.150868305,12,1,0,0,0,0,73,43,0,1547
1,1733,0.453295485,0.13544572,3,0,1,0,1,2,92,64,0,1541
1,1439,0.547962784,0.187913997,7,1,1,0,0,2,25,8,0,1528
1,1959,0.303599012,0.565632949,4,0,0,1,0,0,69,56,0,1527
1,1162,0.863640078,0.303899368,8,1,0,1,1,0,76,54,0,1517
1,741,0.67922366,0.586989494,3,1,0,0,0,0,57,19,1,1517
1,1115,0.369819011,0.234768101,4,1,1,0,0,2,21,40,0,1500
1,942,0.418734542,0.877239966,9,1,0,1,1,2,12,48,0,1484
1,526,0.333897792,0.326154669,10,1,1,0,0,2,73,41,0,1481
1,1680,0.493442534,0.830451943,1,1,0,0,1,0,68,33,0,1456
1,1638,0.725798893,0.509567924,6,1,0,1,0,2,78,24,0,1456
1,1400,0.52125685,0.528129225,8,1,0,1,0,0,39,63,0,1454
1,956,0.84132103,0.754890847,3,1,1,0,0,0,87,34,0,1453
1,1045,0.449367817,0.479930861,8,1,0,0,1,2,42,10,1,1451
1,1686,0.867724505,0.356169141,11,1,0,1,0,2,93,26,0,1448
1,903,0.319415924,0.124597439,8,1,0,0,0,2,14,13,0,1441
1,634,0.399376089,0.844406205,8,0,1,0,0,1,81,64,0,1441
1,1241,0.626197512,0.248178565,3,1,0,1,1,2,31,14,0,1441
1,936,0.486648018,0.253406415,6,1,1,0,0,0,83,9,0,1438
1,1369,0.878436629,0.528529533,10,1,0,1,0,0,24,56,0,1435
1,1591,0.270733302,0.629524086,8,1,1,0,0,2,29,15,0,1433
1,567,0.199919901,0.866076929,1,0,1,1,0,2,15,53,0,1423
1,1426,0.37652952,0.204366224,3,1,1,0,0,0,50,43,0,1412
1,629,0.132326154,0.578441454,11,1,1,0,0,2,33,14,0,1402
1,1477,0.100928996,0.520791952,2,1,0,0,0,2,27,51,1,1401
1,1683,0.368337699,0.36121209,12,1,0,0,0,1,80,23,0,1400
1,1213,0.614724806,0.694051437,10,1,0,1,1,2,76,41,0,1399
1,1445,0.699016403,0.131519944,9,1,0,0,0,0,13,50,1,1397
1,824,0.34564129,0.221731047,10,1,1,0,0,2,60,52,0,1388
1,1641,0.30961936,0.426708171,12,1,0,0,0,2,11,60,0,1387
1,635,0.794587828,0.561156456,5,0,1,1,0,0,91,40,0,1381
1,1159,0.141075798,0.315854827,12,1,1,0,0,0,55,32,0,1378
1,786,0.295882367,0.440277542,2,1,1,0,0,2,78,37,0,1368
1,1003,0.478210735,0.457921618,4,1,1,0,0,0,28,39,0,1367
1,1191,0.693332576,0.124007716,11,1,0,1,0,2,33,21,0,1360
1,1611,0.183418513,0.333641928,4,1,0,0,1,1,84,43,0,1350
1,1287,0.577352194,0.666797677,10,1,0,1,1,2,19,57,0,1345
1,1262,0.812050528,0.100192305,1,1,0,0,0,0,34,48,1,1341
1,791,0.600466988,0.806728163,10,0,0,1,1,2,46,19,0,1340
1,804,0.305483982,0.448733853,4,1,1,0,0,2,72,41,0,1335
1,1498,0.595492547,0.541997201,8,1,1,0,0,0,17,49,0,1328
1,1448,0.652410909,0.750724233,2,1,1,0,0,0,64,26,0,1321
1,1498,0.633924314,0.255050249,6,1,1,0,0,0,34,49,0,1306
1,616,0.885732217,0.603547581,3,1,0,0,0,0,17,16,0,1298
1,1362,0.780160311,0.229138963,4,1,0,1,0,2,91,15,0,1282
1,558,0.551197114,0.559704125,5,1,0,0,1,1,67,63,0,1281
1,1634,0.634939108,0.140736401,8,1,0,1,0,2,96,18,0,1280
1,831,0.772871447,0.386553937,5,1,1,1,0,0,95,19,1,1277
1,786,0.566570463,0.306985036,11,1,0,1,0,2,11,19,0,1276
1,1683,0.550724431,0.296882551,12,1,1,0,0,0,34,43,0,1254
1,645,0.69475351,0.273219029,11,1,0,1,0,2,33,21,0,1222
1,628,0.801535314,0.262521672,4,1,0,1,0,2,92,15,0,1217
1,1638,0.608006304,0.74390208,10,1,0,1,1,2,69,19,0,1210
1,786,0.464005769,0.17535011,8,1,1,0,0,0,78,41,0,1198
1,567,0.130748972,0.552572389,11,1,0,0,0,2,33,15,0,1191
3,1189,0.177482154,0.742582319,2,1,0,1,0,1,55,28,0,3309
1,3564,0.48147541,0.397090463,1,1,0,1,0,2,69,15,0,3255
4,1899,0.802054347,0.42344234,5,1,1,0,0,2,59,51,0,3244
3,1205,0.679073863,0.588236385,4,0,1,1,0,0,17,28,0,3236
3,2242,0.226679649,0.329356935,4,1,0,1,1,0,95,42,0,3236
4,757,0.408265537,0.24997807,1,0,1,1,0,2,35,32,0,3226
1,3419,0.520641096,0.897200994,10,1,0,0,1,1,89,36,0,3226
1,3530,0.470370219,0.785929684,8,1,1,0,0,0,79,41,0,3206
4,3546,0.504539346,0.75661065,5,0,0,1,1,2,58,52,0,3201
3,1313,0.591874076,0.198139515,8,1,1,0,0,0,93,31,1,3192
3,2946,0.755540713,0.655370841,6,0,1,0,0,1,28,14,0,3184
4,2851,0.354382694,0.420265663,11,0,0,0,1,1,77,35,0,3182
3,957,0.89929153,0.719266666,5,1,1,1,1,0,31,30,0,3182
4,2702,0.286661329,0.699089864,7,1,0,1,0,2,74,30,0,3171
4,3181,0.79040118,0.542361639,10,1,0,1,1,2,9,13,0,3170
4,873,0.621160639,0.149483696,8,1,0,0,0,2,43,35,1,3160
4,568,0.571686392,0.178269955,11,0,0,0,0,1,45,29,0,3138
4,3164,0.459321106,0.102741387,4,1,0,0,1,2,75,45,1,3125
4,1303,0.534365386,0.594579702,6,1,0,1,0,1,61,61,0,3125
1,3555,0.293040993,0.467710372,10,0,0,0,0,0,54,62,0,3125
4,2069,0.832197238,0.15855873,4,1,0,1,0,2,26,21,0,3123
1,3425,0.806752618,0.260187144,12,1,0,1,0,2,80,59,0,3117
3,697,0.861746453,0.495509241,3,1,1,0,1,1,95,42,0,3116
3,3003,0.669102215,0.859057949,3,1,1,0,1,2,8,25,0,3116
3,3331,0.657963254,0.645596699,1,1,1,1,0,1,10,39,0,3112
4,2002,0.231782002,0.241259718,11,1,0,1,0,2,52,15,0,3093
4,2895,0.518115292,0.457151274,2,1,1,0,0,0,88,11,0,3085
3,2671,0.411423725,0.22108807,7,1,1,1,0,0,41,25,1,3080
4,847,0.749900453,0.522344726,3,0,0,1,1,1,83,41,0,3069
2,3484,0.645039232,0.63132005,5,1,0,0,0,2,12,56,1,3068
4,2548,0.421887528,0.898647541,12,1,0,0,0,0,82,46,1,3068
3,2487,0.360431473,0.452954536,5,0,0,0,0,2,60,53,0,3060
4,2525,0.24329597,0.434556507,8,0,0,0,0,0,27,15,0,3055
3,997,0.187490177,0.488032115,9,0,0,0,0,1,17,54,1,3054
4,3321,0.586994744,0.437935737,11,1,1,0,0,2,48,61,0,3045
3,1828,0.278800981,0.841088039,6,1,0,1,1,2,63,60,0,3037
4,2862,0.77103586,0.264071232,4,1,1,0,1,2,90,13,1,3023
3,1832,0.110800328,0.844660123,8,1,1,0,0,0,86,16,0,3005
3,3286,0.717240467,0.222452295,11,1,0,1,0,2,33,45,0,3002
3,1475,0.741414628,0.738115004,10,1,0,1,1,2,37,26,1,2995
3,1355,0.611690338,0.681983303,10,1,0,0,0,2,36,34,0,2991
4,3183,0.543616821,0.645136141,12,1,0,0,0,2,57,62,1,2990
3,2374,0.107683793,0.320476523,11,1,1,0,1,2,47,15,0,2987
3,581,0.710560647,0.374258282,7,1,0,0,1,0,68,58,0,2987
2,3452,0.897833771,0.406752636,9,1,0,1,1,2,65,9,1,2986
3,3007,0.491122006,0.85258459,2,1,0,1,1,0,90,44,0,2973
4,3508,0.398753818,0.284896184,7,0,0,1,0,1,42,47,1,2969
3,3323,0.122137561,0.55269346,5,1,0,0,1,2,49,16,0,2967
4,3138,0.812239562,0.626557317,3,1,0,1,1,2,48,43,1,2964
4,2482,0.465549925,0.602594324,6,1,0,0,1,0,58,12,0,2952
4,3077,0.782475998,0.301126901,7,1,1,1,0,2,22,50,0,2939
3,3097,0.789009834,0.210610495,2,0,1,1,0,0,92,34,0,2932
3,3532,0.505044167,0.358241532,3,1,0,1,0,2,89,25,0,2931
4,2768,0.531612104,0.535608192,11,1,0,1,1,1,38,29,1,2927
4,3118,0.242673978,0.314939668,12,0,0,1,1,2,74,53,1,2902
3,1949,0.395520486,0.349942259,7,0,1,0,0,1,84,15,0,2896
3,3202,0.3190012,0.645611612,8,1,0,0,1,2,71,20,0,2768
3,567,0.858453575,0.714203421,1,1,1,0,1,2,41,11,0,2711
4,3424,0.433823692,0.667034754,4,0,0,0,0,0,51,10,1,2683
1,3434,0.43506458,0.608158411,1,0,0,0,0,1,56,27,0,2677
3,3555,0.242486039,0.391136541,9,0,1,0,0,1,81,17,0,2583
4,1972,0.507155686,0.822698753,11,1,1,0,0,0,82,33,0,2493
1,2301,0.604982466,0.391677878,4,1,0,1,0,2,92,49,0,2471
1,2529,0.446758075,0.775311565,8,1,0,1,1,1,69,24,0,2448
1,3311,0.730271201,0.222510258,11,1,0,1,0,2,18,55,0,2431
1,3056,0.574629937,0.295216098,6,1,1,0,0,0,35,49,0,2422
1,3148,0.402548578,0.788491189,3,1,1,0,0,0,77,19,0,2414
1,2600,0.160161835,0.580943927,8,1,0,0,1,2,16,46,0,2409
1,2416,0.471310786,0.676235475,1,1,0,1,1,2,13,58,0,2409
1,2517,0.66599578,0.781159723,8,1,0,1,1,1,62,38,0,2407
1,2427,0.439518625,0.821947055,10,0,1,1,0,2,37,10,0,2386
1,2883,0.897128806,0.828318232,6,1,0,0,0,0,19,55,0,2386
1,2597,0.889038969,0.207703641,8,1,0,1,0,2,92,15,0,2384
1,2953,0.236901321,0.620319726,1,1,1,0,1,2,54,50,0,2382
2,2870,0.747762326,0.653126768,12,1,0,1,1,0,53,25,0,2381
1,3219,0.14293659,0.878214607,10,1,1,0,0,0,88,38,0,2381
1,3116,0.676469077,0.283054786,11,1,0,1,0,2,33,37,0,2374
2,2081,0.21372937,0.799379724,7,0,0,0,0,0,64,12,0,2374
1,2668,0.488595523,0.61831957,8,1,1,0,0,0,78,38,0,2367
1,2757,0.630287621,0.344559533,6,0,0,0,0,0,30,35,1,2367
1,2924,0.546004552,0.187064887,10,1,0,0,1,2,26,57,0,2360
2,2626,0.642441395,0.606586411,7,1,0,1,1,1,15,32,1,2357
2,626,0.583670307,0.733363857,9,1,1,0,0,0,47,11,0,2355
1,2962,0.850387961,0.594619271,10,0,0,0,1,0,44,63,1,2355
2,2817,0.492667792,0.564639462,4,1,0,1,1,2,81,9,1,2354
1,2732,0.646734831,0.266591936,6,1,1,0,0,0,14,29,0,2344
1,2760,0.220900496,0.575816245,10,1,0,0,0,1,8,46,1,2341
1,2996,0.6972743,0.721710132,6,1,1,0,0,0,86,22,0,2341
2,1140,0.876273158,0.376648042,7,0,0,1,1,2,20,27,0,2340
1,2364,0.38846362,0.317594857,4,0,1,1,0,0,52,52,0,2336
2,1606,0.420071508,0.293536415,4,1,0,1,0,1,79,48,0,2324
1,2843,0.818659946,0.102776204,3,1,0,0,0,0,67,21,0,2323
1,2669,0.616361938,0.706271561,2,1,1,0,0,0,36,16,0,2322
1,3092,0.342537309,0.544332442,8,1,1,0,1,2,63,8,0,2322
1,3025,0.46465376,0.565673565,12,1,0,1,0,0,65,24,0,2316
1,3283,0.879906519,0.788974441,3,1,1,0,0,0,30,42,0,2316
1,2520,0.715933066,0.768735046,9,1,0,0,1,2,78,40,0,2311
1,2506,0.818301939,0.176035385,4,1,0,1,0,0,22,15,0,2311
1,2804,0.151099837,0.764740705,10,0,1,1,0,1,24,30,0,2308
2,2485,0.460707998,0.613421507,5,0,1,0,1,2,9,38,0,2306
1,2658,0.531183266,0.133122689,6,1,1,0,0,0,34,22,0,2305
2,616,0.728718455,0.444017684,12,1,1,0,0,1,75,28,0,2302
2,1760,0.168294118,0.410118176,1,1,0,1,0,2,43,61,0,2300
2,1338,0.514549808,0.186518988,5,1,1,0,0,0,94,27,0,2299
2,2095,0.596771094,0.885631154,7,1,0,0,1,2,46,33,0,2298
2,880,0.760435683,0.509021682,11,1,0,1,0,2,21,21,1,2296
1,2850,0.83129269,0.168429872,11,1,0,1,0,2,23,17,0,2292
1,2975,0.761192529,0.196590433,11,1,0,1,0,2,44,21,0,2290
2,2237,0.562307841,0.338389041,9,0,0,0,0,2,96,36,0,2288
2,714,0.164168557,0.419912901,1,0,1,1,1,1,71,37,1,2285
1,2892,0.326926508,0.173288873,8,1,1,0,0,0,40,41,0,2283
1,3084,0.65249538,0.340300088,10,1,0,1,0,2,10,62,0,2274
1,2320,0.434554849,0.488874235,12,1,1,0,0,0,70,9,0,2274
2,1911,0.244385893,0.490127867,12,1,0,0,1,2,40,47,0,2271
2,2604,0.561257907,0.467583307,7,1,0,0,0,0,38,45,0,2265
1,2621,0.654643906,0.711444397,7,1,0,1,1,2,66,64,0,2260
2,1538,0.834335034,0.684777569,9,1,0,1,1,2,51,39,0,2252
1,3271,0.196307904,0.633041226,4,1,0,1,1,2,83,60,1,2237
2,2241,0.131941687,0.727894068,10,1,0,1,1,1,69,19,0,2232
2,1576,0.281580705,0.69515221,11,1,0,0,1,0,56,57,0,2214
2,1776,0.707375664,0.512679019,3,1,0,0,0,0,25,58,0,2212
2,871,0.381771983,0.595987409,8,1,0,0,0,2,20,31,0,2212
2,2063,0.254980967,0.812612104,9,0,0,0,1,2,45,47,0,2210
1,2434,0.349581705,0.894827989,11,0,0,0,0,2,46,44,1,2206
2,3294,0.727129871,0.391613838,4,1,0,1,0,1,49,51,0,2193
1,3392,0.682623984,0.276657891,11,1,0,1,1,2,33,18,0,2171
1,2550,0.375144231,0.112496426,8,1,1,0,0,0,66,16,0,2151
1,3380,0.670004555,0.473694407,2,0,0,1,1,2,72,42,0,2142
1,2501,0.699550868,0.167252857,5,1,0,0,0,0,29,59,1,2028
2,2619,0.742223936,0.367416717,11,0,1,0,0,1,32,8,0,2027
1,1910,0.575535011,0.870341148,10,1,0,1,1,2,85,59,1,1919
1,1973,0.262195855,0.38036925,11,1,0,0,0,2,59,44,1,1836
1,2087,0.762731009,0.46656137,4,1,0,0,0,0,85,36,1,1820
1,1844,0.623460392,0.236779277,6,1,1,0,0,0,34,53,0,1800
1,1812,0.806262703,0.500720518,3,1,1,1,0,2,61,23,1,1719
1,1948,0.687412013,0.674634459,9,1,1,0,0,0,53,18,0,1706
1,1873,0.204541655,0.214416551,11,1,1,0,1,0,23,20,0,1703
1,1917,0.66052321,0.367635608,6,1,1,1,0,0,32,54,0,1702
1,1840,0.262174993,0.405534852,2,1,1,0,0,0,18,12,0,1664
1,1999,0.596328227,0.148369407,9,0,1,0,0,2,39,17,0,1641
1,1896,0.559777608,0.266309035,12,1,0,1,0,1,94,23,0,1630
1,2226,0.210631539,0.115229604,11,0,0,1,0,2,62,55,0,1627
1,1784,0.848036321,0.15770618,4,1,0,1,0,2,87,41,0,1627
1,837,0.741528402,0.104079481,2,1,1,1,1,2,50,20,0,1613
1,2004,0.340116846,0.657919483,10,0,1,1,0,2,70,31,0,1570
1,588,0.534194337,0.150868305,12,1,0,0,0,0,73,43,0,1547
1,1733,0.453295485,0.13544572,3,0,1,0,1,2,92,64,0,1541
1,1439,0.547962784,0.187913997,7,1,1,0,0,2,25,8,0,1528
1,1959,0.303599012,0.565632949,4,0,0,1,0,0,69,56,0,1527
1,1162,0.863640078,0.303899368,8,1,0,1,1,0,76,54,0,1517
1,741,0.67922366,0.586989494,3,1,0,0,0,0,57,19,1,1517
1,1115,0.369819011,0.234768101,4,1,1,0,0,2,21,40,0,1500
1,942,0.418734542,0.877239966,9,1,0,1,1,2,12,48,0,1484
1,526,0.333897792,0.326154669,10,1,1,0,0,2,73,41,0,1481
1,1680,0.493442534,0.830451943,1,1,0,0,1,0,68,33,0,1456
1,1638,0.725798893,0.509567924,6,1,0,1,0,2,78,24,0,1456
1,1400,0.52125685,0.528129225,8,1,0,1,0,0,39,63,0,1454
1,956,0.84132103,0.754890847,3,1,1,0,0,0,87,34,0,1453
1,1045,0.449367817,0.479930861,8,1,0,0,1,2,42,10,1,1451
1,1686,0.867724505,0.356169141,11,1,0,1,0,2,93,26,0,1448
1,903,0.319415924,0.124597439,8,1,0,0,0,2,14,13,0,1441
1,634,0.399376089,0.844406205,8,0,1,0,0,1,81,64,0,1441
1,1241,0.626197512,0.248178565,3,1,0,1,1,2,31,14,0,1441
1,936,0.486648018,0.253406415,6,1,1,0,0,0,83,9,0,1438
1,1369,0.878436629,0.528529533,10,1,0,1,0,0,24,56,0,1435
1,1591,0.270733302,0.629524086,8,1,1,0,0,2,29,15,0,1433
1,567,0.199919901,0.866076929,1,0,1,1,0,2,15,53,0,1423
1,1426,0.37652952,0.204366224,3,1,1,0,0,0,50,43,0,1412
1,629,0.132326154,0.578441454,11,1,1,0,0,2,33,14,0,1402
1,1477,0.100928996,0.520791952,2,1,0,0,0,2,27,51,1,1401
1,1683,0.368337699,0.36121209,12,1,0,0,0,1,80,23,0,1400
1,1213,0.614724806,0.694051437,10,1,0,1,1,2,76,41,0,1399
1,1445,0.699016403,0.131519944,9,1,0,0,0,0,13,50,1,1397
1,824,0.34564129,0.221731047,10,1,1,0,0,2,60,52,0,1388
1,1641,0.30961936,0.426708171,12,1,0,0,0,2,11,60,0,1387
1,635,0.794587828,0.561156456,5,0,1,1,0,0,91,40,0,1381
1,1159,0.141075798,0.315854827,12,1,1,0,0,0,55,32,0,1378
1,786,0.295882367,0.440277542,2,1,1,0,0,2,78,37,0,1368
1,1003,0.478210735,0.457921618,4,1,1,0,0,0,28,39,0,1367
1,1191,0.693332576,0.124007716,11,1,0,1,0,2,33,21,0,1360
1,1611,0.183418513,0.333641928,4,1,0,0,1,1,84,43,0,1350
1,1287,0.577352194,0.666797677,10,1,0,1,1,2,19,57,0,1345
1,1262,0.812050528,0.100192305,1,1,0,0,0,0,34,48,1,1341
1,791,0.600466988,0.806728163,10,0,0,1,1,2,46,19,0,1340
1,804,0.305483982,0.448733853,4,1,1,0,0,2,72,41,0,1335
1,1498,0.595492547,0.541997201,8,1,1,0,0,0,17,49,0,1328
1,1448,0.652410909,0.750724233,2,1,1,0,0,0,64,26,0,1321
1,1498,0.633924314,0.255050249,6,1,1,0,0,0,34,49,0,1306
1,616,0.885732217,0.603547581,3,1,0,0,0,0,17,16,0,1298
1,1362,0.780160311,0.229138963,4,1,0,1,0,2,91,15,0,1282
1,558,0.551197114,0.559704125,5,1,0,0,1,1,67,63,0,1281
1,1634,0.634939108,0.140736401,8,1,0,1,0,2,96,18,0,1280
1,831,0.772871447,0.386553937,5,1,1,1,0,0,95,19,1,1277
1,786,0.566570463,0.306985036,11,1,0,1,0,2,11,19,0,1276
1,1683,0.550724431,0.296882551,12,1,1,0,0,0,34,43,0,1254
1,645,0.69475351,0.273219029,11,1,0,1,0,2,33,21,0,1222
1,628,0.801535314,0.262521672,4,1,0,1,0,2,92,15,0,1217
1,1638,0.608006304,0.74390208,10,1,0,1,1,2,69,19,0,1210
1,786,0.464005769,0.17535011,8,1,1,0,0,0,78,41,0,1198
1,567,0.130748972,0.552572389,11,1,0,0,0,2,33,15,0,1191
3,1606,0.283248329,0.870985097,11,0,1,1,1,1,35,39,0,3338
4,2817,0.76197758,0.146984389,11,0,1,0,0,1,46,36,0,3336
1,3523,0.616614524,0.513766396,11,0,1,1,1,2,28,35,0,3323
4,1806,0.66267336,0.679469196,11,0,1,0,0,1,11,31,0,3317
4,538,0.455626495,0.579272584,11,0,1,1,1,1,47,13,0,3317
4,2795,0.800816617,0.494559799,11,0,1,1,1,1,84,26,0,3306
3,1776,0.346817387,0.326350325,7,0,1,0,1,2,28,50,0,3297
4,2818,0.305346481,0.600596448,6,0,0,0,0,1,48,30,1,3268
3,3379,0.188324478,0.591829622,9,1,0,1,1,2,39,8,1,3267
4,2530,0.327208791,0.462897204,10,0,1,1,0,1,42,36,0,3259
4,1816,0.677839852,0.848729819,2,0,1,1,1,1,33,31,0,3256
3,2046,0.614000893,0.806687536,9,0,1,1,1,2,39,10,0,3243
3,528,0.309622765,0.817350983,7,1,0,1,1,2,44,8,0,3242
3,569,0.768726151,0.85570181,1,0,1,0,1,1,57,8,1,3236
3,2863,0.161824549,0.141848417,3,0,1,1,1,1,31,55,0,3234
4,2791,0.354756006,0.656792791,12,1,1,1,1,2,28,45,1,3233
4,1917,0.724698067,0.652019868,11,0,0,0,1,2,50,29,0,3232
1,3516,0.345872491,0.733837236,3,1,0,1,1,2,76,34,1,3230
3,2685,0.100931128,0.765044074,3,0,1,1,1,2,36,19,1,3226
3,3370,0.620448811,0.190464505,11,1,1,1,1,1,25,9,0,3224
3,1325,0.237699613,0.532148763,4,1,0,1,1,0,28,8,1,3216
3,2124,0.456107136,0.681051699,5,0,1,1,1,0,69,37,0,3215
2,3508,0.387991888,0.601095813,9,1,0,1,1,0,17,18,1,3211
3,2576,0.889593659,0.792956831,8,0,1,1,1,2,56,22,1,3210
3,2479,0.215084343,0.759666796,3,0,0,1,0,1,60,44,0,3209
3,514,0.374379292,0.838991135,6,1,0,1,1,0,20,8,1,3209
4,920,0.763764533,0.829644591,7,0,1,1,1,2,52,41,1,3207
4,2683,0.782342323,0.515662035,4,1,0,1,0,1,21,38,1,3205
3,3479,0.175416092,0.883544298,5,1,0,0,0,2,86,8,1,3204
3,2796,0.289007132,0.510840902,3,1,0,1,1,2,34,48,1,3203
3,3355,0.328035161,0.566672855,1,1,0,1,1,2,19,33,1,3198
4,2312,0.202652656,0.793228855,6,1,0,1,1,2,44,17,1,3197
4,2511,0.88041046,0.67061599,3,1,0,1,1,2,79,34,1,3186
3,2226,0.884103301,0.724450175,4,0,1,1,1,2,42,37,1,3182
4,2919,0.412911876,0.588842327,9,1,0,1,0,2,90,40,0,3181
4,1762,0.537709053,0.262811049,8,0,0,1,1,2,27,9,1,3178
1,3410,0.223656658,0.602397267,5,0,1,1,1,2,40,15,1,3177
4,2653,0.256392404,0.560537455,9,1,0,0,0,0,45,29,1,3177
3,2601,0.740808588,0.859572548,4,1,0,1,1,2,60,47,1,3164
4,1118,0.55214148,0.622282965,10,0,1,1,1,1,8,16,0,3161
4,2317,0.147418325,0.777408486,8,1,0,1,1,2,57,57,1,3160
4,3068,0.568658297,0.673660849,11,0,0,1,0,2,22,47,1,3159
4,2597,0.269420467,0.820355205,12,1,0,1,1,2,42,8,1,3156
4,703,0.315003716,0.806395056,3,0,1,1,0,2,10,8,1,3155
3,1713,0.715743482,0.40597937,3,1,0,1,1,2,62,60,1,3153
1,3482,0.785602433,0.869107704,6,0,1,1,1,2,65,26,1,3151
4,2953,0.28148512,0.650580133,8,1,0,1,1,0,46,47,1,3150
4,1347,0.782045555,0.77467316,1,0,1,1,1,2,58,47,0,3147
4,1431,0.748029418,0.74249472,6,0,1,1,1,2,77,58,1,3144
1,3425,0.103317335,0.594093456,2,0,1,1,1,2,70,28,1,3141
4,2566,0.196356685,0.789166812,7,1,0,1,1,2,8,8,1,3141
4,2316,0.307965532,0.684611027,12,1,0,1,1,2,63,11,1,3138
3,738,0.18810754,0.498573546,4,0,1,1,0,0,36,62,0,3138
4,2967,0.684203101,0.703740257,3,1,0,1,1,2,94,34,0,3135
3,1953,0.32119839,0.647930952,3,1,0,1,1,2,50,63,1,3130
4,2816,0.50941791,0.675746107,5,0,1,1,1,0,54,8,0,3127
4,2753,0.186664465,0.709500214,7,1,0,1,1,2,73,56,1,3127
4,552,0.438944324,0.691620653,5,0,1,0,1,1,66,54,1,3116
4,2202,0.672452205,0.642682051,12,1,0,1,1,1,40,45,0,3112
3,1653,0.874447372,0.89841569,3,0,1,1,1,2,61,8,1,3112
3,1123,0.230712314,0.730112465,3,1,0,1,1,2,92,37,1,3108
4,1218,0.40178026,0.727268949,10,1,0,0,1,0,67,35,1,3104
3,1812,0.67681699,0.411282003,12,0,1,1,1,1,40,52,1,3098
